index,TW_NO,TW_TIME,TW_TEXT,FAV,RT,PERSON,PERSON_LABEL
174,472301996150493184,2014-05-30 18:02:25,本日深夜25時58分から「もっとたりないふたり」是非見てください。今日はウェディングの情報についてわかりやすくお届けします。文責若林,92,80,若林,1
175,471954744089399296,2014-05-29 19:02:34,わかったからもうやめて・・・文責山里,59,10,山里,0
176,471954631652691968,2014-05-29 19:02:07,「アホか!!俺すごいねんぞ」 山里亮太,70,17,山里,0
177,471954044450111488,2014-05-29 18:59:47,ごめん、これお互い損するから、やめよう・・・文責山里,55,11,山里,0
178,471953977924263937,2014-05-29 18:59:31,「自分は何をしたいのか!?遊んでいる暇などない」山里亮太,71,16,山里,0
180,471953820398804992,2014-05-29 18:58:53,「アホか!!俺すごいねんぞ」山里亮太,71,16,山里,0
181,471953719928430594,2014-05-29 18:58:29,すぐ皆さんの記憶から消したいです文責山里,53,13,山里,0
182,471953635878780928,2014-05-29 18:58:09,山里さんこそ恥ずかしがってて見てられなかったですよ。文責若林,67,17,若林,1
183,471953517167407104,2014-05-29 18:57:41,阿波野はさすがにマニアックすぎたんじゃないかな文責山里,53,13,山里,0
184,471940970963935232,2014-05-29 18:07:50,こ、こわいなあ・・。文責山里,55,13,山里,0
185,471940909186048000,2014-05-29 18:07:35,気になる点がいろいろあったので直接お話聞かせてください。文責若林,75,18,若林,1
186,471940837350191104,2014-05-29 18:07:18,大丈夫？若林君も相当だったけどね・・・文責山里,56,14,山里,0
187,471940757847162880,2014-05-29 18:06:59,大丈夫です。やっぱり誰にも見せたことないものを見せ合ってこそですから文責若林,78,19,若林,1
188,471940647696334848,2014-05-29 18:06:33,あのね、今更なんだけどすごく後悔してんのよ。文責山里,59,14,山里,0
189,471940499654180864,2014-05-29 18:05:58,お互いのことをもっと知らないといけません。だからこそ今日の企画なんです。文責若林,78,19,若林,1
190,471940431513546753,2014-05-29 18:05:41,なぜ？？文責山里,55,13,山里,0
191,471940379667726338,2014-05-29 18:05:29,いや、まだです。文責若林,84,23,若林,1
192,471940308435869696,2014-05-29 18:05:12,若林君、そろそろちゃんと漫才できないかな？もうお互い随分仲良くなったし。文責山里,66,20,山里,0
193,471940206413639680,2014-05-29 18:04:48,チュウチュウ（今日も楽しみですね！）文責悪鼠,113,33,若林,1
194,471940133013303296,2014-05-29 18:04:30,でも「こちらこそ」と思った自分が恥ずかしいよ！文責山里,61,17,山里,0
195,471939897767391232,2014-05-29 18:03:34,文責悪鼠 http://t.co/qbOYcaKmK9,190,70,若林,1
196,471939213957406720,2014-05-29 18:00:51,山里さん、今日もたりないふたりよろしくお願いします。いつもありがとうございます！文責若林,93,30,若林,1
197,471873198523285504,2014-05-29 13:38:32,イメージカラーが漆黒の若林くんがキラキラ？どうやら今日も若林クレイジー正恭のようだね…文責山里,118,39,山里,0
198,471866727974703104,2014-05-29 13:12:49,今日はたりないふたりの収録。キラキラと輝きたいと思います。文責若林,147,56,若林,1
199,471424759578628096,2014-05-28 07:56:36,駆除してやる…文責山里,99,39,山里,0
200,471334827992432640,2014-05-28 01:59:14,チュウ、チュウ。文責悪鼠 http://t.co/SKT6Xn93il,543,236,若林,1
201,470879489484791808,2014-05-26 19:49:53,なんだろう…とクリックしたらシンプルな悪口…あの悪鼠、駆除してやろうか…文責山里,162,99,山里,0
202,470878414866350080,2014-05-26 19:45:37,チュウ、チュウ。文責悪鼠 http://t.co/p14YvibKcf,767,428,若林,1
203,470794317829664768,2014-05-26 14:11:26,ヤバいやつ来た…文責山里,114,42,山里,0
205,470743984470388736,2014-05-26 10:51:26,蹴散らしたい…なんとか新しいタイプの謝罪かな？と受け止めようと思ったけど無理でした…悪鼠め…文責山里,84,19,山里,0
206,470454651213463552,2014-05-25 15:41:44,ラジオの次の日は山ちゃんが毎回クレームを言ってくる。蹴散らしたい。文責若林,201,73,若林,1
207,469876838936756226,2014-05-24 01:25:42,もうそろそろオンエアです…ぜひ観てやってください。追伸水を渡した時に感じでいた違和感がここで分かりました。文責山里,62,18,山里,0
208,469858888448102402,2014-05-24 00:14:23,この後深夜25時58分から「もっとたりないふたり」。もうストレートにお願いだから見てやってください。しつこくてすみません。文責若林,105,64,若林,1
209,469729273633189888,2014-05-23 15:39:20,漫才がよっぽどタフだったからか、終わって袖に帰ったら山ちゃんが無言でミネラルウォーターを手渡してくれました。目を丸くしたのバレなくてよかったです。文責若林,137,39,若林,1
210,469728393995362304,2014-05-23 15:35:50,本日深夜25時58分から「もっとたりないふたり」で、またアドリブ漫才(厳密に言うと40分打ち合わせ漫才)をやってます(厳密に言うとやらされてます)。見てね。文責若林,130,76,若林,1
211,469665864065622016,2014-05-23 11:27:22,あの顔はどんなに雑にグループ分けしても笑顔には入らないよ若林くん…文責山里,72,26,山里,0
212,469539967744479232,2014-05-23 03:07:06,5月23日深夜「もっとたりないふたり」是非見てください。山ちゃんが笑顔で漫才してます。ぼくもつられて笑顔になっちゃいました。文責若林,120,68,若林,1
213,468081795657781249,2014-05-19 02:32:51,「あらためて思いますけど、これ何が楽しいんすかね？」というあなたが想像できます…どうかこの一言が流しそうめんセットの購入へのブレーキになればなと心より思っています。文責山里,91,24,山里,0
214,468051548031819777,2014-05-19 00:32:39,流しそうめんセットをたりないふたりの打ち合わせにも持っていこう。すってきー。文責若林,162,68,若林,1
215,468046005678530560,2014-05-19 00:10:38,今年は自宅用の流しそうめんセットを買って、自宅でそうめんパーティーを開こう。山ちゃんも呼ぼう。文責若林,168,58,若林,1
216,467672385018007552,2014-05-17 23:26:00,昨日の放送後、「癒されました」という感想が続々届いています。みなさんの感想、ありがたく身に染みております。文責若林,113,34,若林,1
217,467338897706336256,2014-05-17 01:20:50,癒される？若林くん、あの収録のことを忘れてしまったのかい？ご自愛ください…文責山里,67,23,山里,0
218,467298559285403649,2014-05-16 22:40:33,本日25:58〜日本テレビ「もっとたりないふたり」もしよかったら見てください。見ると癒されて気分が少しだけ軽くなる。本日はそんな内容となっています。文責若林,108,85,若林,1
219,467199656884043776,2014-05-16 16:07:33,では、情報を集めてみます。文責若林,64,18,若林,1
220,467155686346878976,2014-05-16 13:12:49,またやってしまったようです…昨日の収録の後だもの…文責山里,49,16,山里,0
221,466979659175833600,2014-05-16 01:33:21,山ちゃんまた飲み過ぎて荒れるんじゃ？周りのスタッフさんは逃げてください。文責若林,84,23,若林,1
222,466948429902389249,2014-05-15 23:29:15,申し訳ない、今日は呑んでるよ…思うところいっぱいだよ…文責山里,54,17,山里,0
223,466943522487037952,2014-05-15 23:09:45,高速に乗ります。デコトラじゃなくてロケバスです。文責若林,98,29,若林,1
224,466943342836609024,2014-05-15 23:09:02,今日もヒリヒリしました。ヒリヒリできて感謝です。今日は山ちゃんと飲みたかったなー。文責若林,104,33,若林,1
225,466885837309743104,2014-05-15 19:20:32,言いたいだけか・・・言わせておこう。。　文責山里,69,28,山里,0
226,466885790962688000,2014-05-15 19:20:21,すいません、嫁が家で待ってるんで帰りますね！じゃあ！文責若林,154,60,若林,1
227,466885734423482368,2014-05-15 19:20:08,！！キャンドルサービスの炎だと思ったらネットが炎上しちゃうやつだね・・・・。文責山里,103,34,山里,0
228,466885643717447680,2014-05-15 19:19:46,わかりました。お祝いに山ちゃんの過去のゴシップネタを全部ニュースサイトに売ります。文責若林,137,44,若林,1
229,466885508857995264,2014-05-15 19:19:14,そのときは盛大にお祝いしてね。　文責山里,91,35,山里,0
230,466885457284849664,2014-05-15 19:19:01,山ちゃんじゃないですかね・・僕はちょっと自信ないです。文責若林,113,42,若林,1
231,466885391354576896,2014-05-15 19:18:46,たりないふたりのどっちが先に結婚するかな？文責山里,119,58,山里,0
232,466885305614610432,2014-05-15 19:18:25,そうですね・・残念です。文責若林,67,17,若林,1
233,466885257497554944,2014-05-15 19:18:14,どうやらお互いにしばらく結婚は難しそうだね。。文責山里,58,20,山里,0
237,466866240623890432,2014-05-15 18:02:40,結婚相手に何か求めるものってありますか？文責若林,69,23,若林,1
238,466866190707486720,2014-05-15 18:02:28,うーん・・それはまた話が変わってくるなあ・・文責山里,53,14,山里,0
239,466866140233216000,2014-05-15 18:02:16,じゃあ山里さんは結婚相手がアイドル好きなほうがいいんですか？　文責若林,69,18,若林,1
241,466865890663743488,2014-05-15 18:01:16,ということで、今日もたりないふたりよろしくお願いします！うっす！文責若林,78,21,若林,1
242,466865816223223808,2014-05-15 18:00:59,若林君、アメフトの件に関しては随分前から困惑させてもらってるんだけど気づいてもらえてないかな？文責山里,57,17,山里,0
243,466865749529616384,2014-05-15 18:00:43,山里さん、テキサンズの1位指名DEクラウニーでしたね！文責若林,77,3,若林,1
244,466859308953526272,2014-05-15 17:35:07,少しでも良く見られたいのでメイクもしました。文責若林,114,39,若林,1
